Sentence ID,HIT ID,Formality,Informativeness,Implicature,Length in Words,Length in Characters,F-score,I-score,Lexical Density,Actual sentence
129,3Y3N5A7N4F86AVIE7VPG3QUDP6FMYE,2.8,3.4,3.6,47,239,67.0212766,6.744680851,57.44680851,"a couple of friends and i decided last minute we wanted to come to Ney York for New Years and the only hotels available are in Flushing, are there any subways near the hotles ion Flushing that will take us to times square or close to that?"
130,3X878VYTIDHHP1UWYZV3VNQ7O6U7FR,2.2,4.6,3.4,6,34,66.66666667,4.333333333,66.66666667,A couple of Marriotts just opened.
131,3J9L0X0VDELNE64K3L3ND73DEZ89W3,2.2,4.8,2.6,14,69,64.28571429,4.857142857,57.14285714,A couple of things to note first: You need Alien to convert the RPMS.
132,3YLPJ8OXX7C1603YWV3IYI64190X4O,4.4,6.4,3.8,25,145,62,6.64,68,"Across Yemen, the underground water sources that sustain 24 million people are running out, and some areas could be depleted in just a few years."
133,3HXCEECSQLS692HXMKFABSQM4AXZY8,4.2,5.4,3.4,11,63,81.81818182,2.818181818,63.63636364,Activists dump tonnes of coal in Vattenfall protest (28 Oct 09)
134,3QD8LUVX4WXJ2J7YA0MS3ACI15VX5T,4.4,6.2,4,26,152,88.46153846,3.461538462,50,"Activity through October in each of the world's six cyclone basins, from the North Atlantic to the Indian Ocean, has been at or below historical levels."
135,3K3IX1W4S5QBZGHOJ53SH861RKNPA3,2.8,2.8,2.6,29,177,51.72413793,3.862068966,62.06896552,"actually: do you (or anyone else here) happen to know whether it could work to simply write a udev-rule that executes a script on ACTION==""remove"" that spins-down the harddrive?"
136,3M7OI89LVXNRIPWHON0AH358WIIC6M,1.6,4,3.2,6,37,58.33333333,3.333333333,83.33333333,actually it was an xorg.conf problem.
137,391FPZIE4BL318XY6XCE80G4CW5HU2,1.4,4.8,6,24,120,62.5,3.833333333,54.16666667,"Actually, LOl, it's a really old one, like 32 mb kinda sad really, this thing belongs more in a museum than in a school."
138,34R3P23QHR0GTCM31XRFQO11XCGHW1,1.6,3.6,5.4,20,111,25,5.7,55,"actually, now that you mention it, i think it does only crash after exiting if i have tested the presentation.."
139,3IZVJEBJ69J4QI7RG1KIS16T503Z67,5.4,6.4,3.4,44,273,80.68181818,5.159090909,63.63636364,"Adams, appointed in 2003 by then- Gov. Rod Blagojevich to lead the state's chief social services agency, was set to join the Department of Commerce and Economic Opportunity's Office of Trade and Investment in a newly created role as the ""Illinois representative to Africa."""
140,3I01FDIL6L7D5GJU1HJIBW6E1DT2DW,5.2,5.6,5.8,22,124,54.54545455,5.090909091,63.63636364,"Adams could not be reached for comment, and a phone number she listed at the top of her letter was temporarily disconnected."
141,3ULIZ0H1V94BCIM5371L818HWQH51A,4.4,5.4,5.6,24,140,70.83333333,7.916666667,66.66666667,"Adams says Chaudhry has a solid case, given the fact that none of the convictions are crimes that would make him ineligible for citizenship."
142,3SR6AEG6W4SKIHH3GY93BLMH8KGHY0,1.8,4,3.8,8,41,56.25,6,75,"""Add a printer"" dialog should show up now"
143,359AP8GAGFJAMPAM7X52NH54RT2C7L,2.2,3.6,3.4,8,45,50,3.375,62.5,ADDED: I swapped in a slightly different pic.
144,3AC6MFV69JHKN7R8CKBMPSVJEEKHZR,3,3.6,2.8,8,63,62.5,9.125,75,Add the following lines to your /etc/modprobe.d/blacklist file:
145,3ZICQFRS30H6ESR2I6HTPZZOA41ZZZ,3.4,5.6,3.2,28,166,67.85714286,5.321428571,67.85714286,"Add your shots to The Consumerist Flickr Pool, and perhaps they'll get featured in a future story, or even highlighted in a Friday Consumerist Flickr Pool Finds post."
146,30UZJB2POGB7ML0KQBF4WUNEUAV532,3.8,5.4,2.8,24,133,72.91666667,3.875,66.66666667,"A different display driver is used during boot, hence the fact that you see the Ubuntu boot splash, but not the Gnome log-in manager."
147,3W3RSPVVGRQ5N4GOXIRC0S9BTDEULM,6.4,7,2,19,122,71.05263158,3.052631579,63.15789474,Adipic acid is primarily used in the production of nylon 6-6 and for manufacturing polyurethane foam and polyester resins.
148,3PUOXASB562R819PE8NUCBXVV1C9ZT,5.2,5.4,3.8,36,231,77.77777778,4.472222222,66.66666667,"A diplomatic source said: ""Lord Ashcroft was part of the official party that was organised by Her Majesty's Opposition. His inclusion in the party certainly raised a few eyebrows in Washington, because he's a controversial figure."""
149,3126F2F5F72EPTY0ZA5EDRWSCZLPEY,2.2,3.8,3.2,5,33,60,6.4,80,Admission to house; grounds free.
150,3IH9TRB0FAYNO6HKARKFXACM1CMI1W,4.6,5,5,25,159,68,7.88,72,"A Downing Street staffer said: ""This is being taken very seriously. Diplomatic channels in the Foreign Office are working behind the scenes on David's behalf."""
151,341YLJU21HYUDRZGTVKT2TMRTI0I2D,4.6,5.6,4,30,170,80,3.633333333,50,"A dozen of the 50 Wal-Mart stores in Massachusetts, including the one in Raynham, are among the retailer's shops nationwide that will be remodeled by the end of the year."
152,3VDVA3ILICE9SFBPK3KCCYZ6MZU1GN,1.4,4.6,5.2,17,91,55.88235294,4.705882353,70.58823529,"AFAIK, Linux doesn't use extensions to recognize the type of a file (I guess it uses MIME)."
153,3WYZV0QBFICLRZO7BAD56WCAB1HXBU,3,4.6,3.2,20,112,47.5,7.75,75,"afaik ""remove"" in udev means unplugging the device, so trying to spin down the hard drive then would be useless."
154,3VEI3XUCZQW3YX35LGPECYVBROBRPD,1.2,1.8,3.4,5,20,100,4.6,60,A Few Buck the Trend
155,32L724R85KJQ5Y0MVTV5Y6UK4SSPI7,4.2,4.8,5.2,15,88,66.66666667,5.6,66.66666667,A few companies have decided to buck the trend by not offering any employment contracts.
156,3VGZ74AYTFFTFILN009WTUIXQWLCGO,1.8,3.4,3,11,51,81.81818182,5.909090909,54.54545455,A few days ago we got Motorola's Droid in the mail.
157,3WJGKMRWVH8Q3YBWYA8ON9F0D46DCG,4.2,5.8,4.2,15,77,80,4.733333333,73.33333333,"A few hours from now, tens of thousands of runners will hit New York streets."
158,31SIZS5W58EOY94KLT43C3LLWKXRQ4,3.6,5.2,3,23,118,78.26086957,6.391304348,56.52173913,"A few of President Obama's top advisers, as well as one or two rare guests, sit down on the network sofas this Sunday."
159,301KG0KX9BKUHWOWND282HLCT5M2H5,4.4,5.2,5.2,19,123,73.68421053,5.315789474,68.42105263,"A few weeks earlier, one of Lozano's family members mockingly held up an official-looking document in Spanish, Hebert said."
160,3PIOQ99R7XLVB4J99V7RDKD0Y8EUNO,4.2,4.6,5.2,20,107,70,4.8,60,"A few were Maoist sympathizers, the man on the motorcycle said, but most were wrongly swept up in the raid."
161,3VGET1QSZZYJ0NGROO53ZBC7J9L7WQ,4.8,4.8,4.2,28,164,76.78571429,7.142857143,67.85714286,"A few years ago, officials built a jungle road that will soon make the school boats obsolete, giving children the option of walking or riding motorcycles to school."
162,337F8MIIMYCT9AXNTJEBP4JTR2F400,5.6,6.4,5,17,95,58.82352941,6,70.58823529,Afghan electoral law says that any vote cast for a candidate who withdraws will not be counted.
163,3SZYX62S5FZPN417SNIU9BZUZCH577,4.6,6.2,4.6,35,215,77.14285714,6.6,68.57142857,"Afghan intelligence chief Amrullah Saleh said Afghan authorities had advance information that a Taliban attack in Kabul was in the works but was expected it during rush hour, and officials were unsure of the target."
164,3UAU495MIHRDTPJLAA74S9D5OIJUO3,5,5.8,4.6,31,193,66.12903226,4.903225806,64.51612903,"A flamboyant farmworker organizer who called himself a modern-day Emiliano Zapata has been slain in a brazen ambush that also killed 14 members of his family and staff, officials said Saturday."
165,3FSEU3P2NQZOAAJKY8T3HTVQS6ZRR5,5.8,6.6,3.4,30,182,85,5.766666667,63.33333333,A flotilla of rescue vessels continued its search Saturday for nine people feared dead at sea following an air collision between a Coast Guard aircraft and a Marine Corps helicopter.
166,3UL5XDRDNBITNI6Q2SA0NBVPAWN58U,6,5.8,3.4,30,155,76.66666667,7.566666667,70,A former chief of the state human services agency has decided not to accept a new job offered by Gov. Pat Quinn to head an expanded trade office in Africa.
167,3EKZL9T8Y7L7FEGYK6REEUUY5WYCHN,4.2,2.6,5.2,18,100,63.88888889,5.833333333,83.33333333,"A former government chief scientific adviser, Sir David King, also said that Nutt had gone too far ."
168,3SX4X51T8Z8TEG5N45QDS81BHFSAO8,4,5.6,4.4,24,140,83.33333333,7.25,66.66666667,A former top executive at hedge fund firm ValueAct Capital is one of seven people charged with trading on inside information in Acxiom Corp.
169,3EHVO81VN4KNSB60492UXYB71Z71HM,4.6,4.8,4.2,12,68,62.5,8.916666667,66.66666667,"After a few minor partitioning struggles, it is up and running fine."
170,3GS542CVJUMT1NP07KGEN7Q0U2559J,4,5,4.4,13,64,73.07692308,4.538461538,53.84615385,"After a few seconds, you should see a new icon for your printer."
171,3BJKPTD2QBB1QPWC2XYYH8W8GRWRTI,4.8,6,3.6,22,130,65.90909091,7.272727273,68.18181818,"After Afghan President Hamid Karzai fell short of the 50 percent required to avoid a runoff, a second round was hastily scheduled."
172,3V8JSVE8YXP8Y7Q1QX1XQIP4G4OEYH,3.4,3.6,5.6,14,84,64.28571429,5,71.42857143,"After all, average investors aren't likely to sit down and read an 18-page contract."
173,366FYU4PTFODE21KMI06HAATIPFKES,3.6,6,3.4,17,116,64.70588235,3.470588235,58.82352941,"After all, it's building its new 3-million-square-foot headquarters in Santa Clara - enough to house 11,000 workers."
174,3IKDQS3DQDZ7B9RIQO9ZE6VD59DCIG,3.4,3.8,3.6,13,71,73.07692308,5.076923077,53.84615385,"* After all these years, Bush is still a millstone around Blair's neck."
175,3IYI9285WRZ36KBO86UZQ7ADIO2CJS,3,4.2,3.4,20,130,80,6.3,65,"After another crushing loss, Washington State coach Paul Wulff took away the almost bowl-like atmosphere as at least one positive."
176,3UQVX1UPFRGJ6WI0P5VNWPMV7OK021,5.6,6,4.8,49,315,83.67346939,4.979591837,67.34693878,"After a week in which Ashcroft's complex finances and use of offshore tax havens have come under renewed scrutiny, opposition MPs condemned David Cameron for allowing the peer to attend crucial meetings with Britain's closest and most important ally as the Tories shape foreign policy in preparation for government."
177,3N3WJQXELRPW3S7MEYH6U9EJAMV2LC,4.4,6,3.6,31,188,75.80645161,4.290322581,64.51612903,"""After Beijing was selected, as soon as the ink on the contract was dry, the International Olympic Committee ceded control of the Games to the Communist Party of China,"" said Wallechinsky."
178,3IVEC1GSLOYJJH1QS95F9BRMERB1JR,4.6,3.8,4.8,19,127,84.21052632,3.631578947,68.42105263,"After Chanel's barnyard spring 2010 extravaganza, it's only natural for Vogue to hit the farm for November's environment issue."
179,3TC2K6WK9F11OLN3K982P4SDQMW82W,1.6,4.2,2.8,17,93,38.23529412,7.235294118,70.58823529,"After checked all log files it doesn't say has a too high frequency, so I can't understand..."
180,3E9ZFLPWOXRVE72DHK5MSJGN6R1XI3,4.6,5.4,3.4,34,207,77.94117647,4.882352941,61.76470588,"After Conrad announced her decision to bail on TV in the hopes of leading a more private life focused on her fashion career, producers brought in Conrad's old schoolmate, Kristin Cavallari, as a replacement."
181,3EFNPKWBMRN8REEJT59SFZRND2K03C,5,5.4,4.6,24,164,83.33333333,6.416666667,62.5,"After consulting with all three parties that make up the national unity government, delegation head Oldemiro Baloi, the Mozambican Foreign Minister, told the media."
182,3R5OYNIC2B8GECGXP5U9CDWTF98PTO,2.6,5.6,2.2,22,140,79.54545455,6.045454545,68.18181818,"After finishing 2-11 last season in Wulff's first year, the Cougars have four games left against Arizona, UCLA, Oregon State and Washington."
183,34D9ZRXCYQT8C8XGBM7MCDBCE4VAS5,2.8,5,3.6,11,57,63.63636364,10.90909091,54.54545455,"After going to some issues, I got XMMS working on Ubuntu."
184,3T6EIBTM9KN4CCBMUMLVRDH6SYNAA8,4,5,3.6,18,97,55.55555556,6.388888889,44.44444444,"After helping her, he set off to return to his sailboat, which was anchored at the Avalon harbor."
185,3087LXLJ6LF37QUCD0AUG8GKGSOF0Z,3.4,5.4,6,22,116,63.63636364,6.5,68.18181818,"After last week's fiasco, when an eastern span patch job fell apart after a mere seven weeks - we certainly hope so."
186,3DGDV62G7N8MUDMK6QADBQN3FWW2PA,3.6,5.4,3.2,30,172,86.66666667,6.6,63.33333333,"After Nichols connected with Tyler Hart for a 38-yard touchdown pass to give the Eagles a 7-2 lead, Johnson then intercepted Hubel for the second time in the first quarter."
187,3W31J70BARVYH4H6QRUBRMAQXD2CKR,3.4,6,4.4,27,163,64.81481481,5.518518519,62.96296296,"After over eight hours use, with push email and Exchange active, WiFi and Bluetooth turned on, and plenty of use, we were still seeing 30-percent remaining charge."
188,3H5TOKO3D8IONLJ2V8USY5TK451461,4.6,5.8,4.2,19,116,63.15789474,5.473684211,68.42105263,"After police did not oppose bail, Mr Zdenkowski set it at $10,000 and imposed strict conditions on Corben's freedom."
189,32LAQ1JNT8OT6HOT6RT3MJJSNQ0UTP,1.8,3.4,3.6,21,109,66.66666667,5.714285714,57.14285714,"After reading many of your articles and Sarah Palin's facebook page, I knew it was time to get off the couch!"
190,363A7XIFV3LO40EK5HCRN0VJD8PAVA,1.2,4.8,4.6,16,104,46.875,3.25,56.25,"After reading Squinky's how to I copy/pasted his /etc/ppp/peers/tmobile , gc89chat files it was 3 files."
191,3IJ95K7NDWBC6MIEPQIA95C9P0ZNGH,3.8,6.2,4,22,119,70.45454545,4.045454545,45.45454545,"After school, he had picked up a plastic jug of kerosene for his mother, which he stowed along with his green backpack."
192,32TMVRKDGMXBRZ2QONRQIJPBA0S84S,4.6,5,3.6,20,109,32.5,8.05,60,"After she did so, the company wrote back saying it was reorganizing the department and would get back to her."
193,35NNO802AUVQ2DO9FEIDUHPP4DRNI9,2.8,5.4,3.8,20,129,72.5,6.05,55,"After some google search, I found that people all mentioned that   in /etc/X11/xorg.conf :  There is a section called ServerFlags"
194,31MBOZ6PANQ91AZOBR6C6MN5MD7CLU,4.2,4,2.6,8,50,87.5,3.75,50,"After that, the rounds of final inspections begin."
195,3RWO3EJELG8F5S4ONMAZ67DYNQH1PR,4.2,4,4.6,32,198,81.25,5.0625,62.5,"After the House and Senate passed the bill on back-to-back partisan votes, the only folks doing a victory dance Friday were the Democrats who control the General Assembly and the governor's mansion."
196,3UL5XDRDNBITNI6Q2SA0NBVPAWN85X,4.4,5.8,4,16,102,75,3.125,62.5,"After the incident, Almaleki drove to Mexico and abandoned his vehicle in Nogales, Peoria police said."
197,375VMB7D4IIHG1XWQK4AYCDVQ9QDII,5.2,6.2,3.2,33,184,68.18181818,6.363636364,60.60606061,"""After the rate hike last month, the Reserve Bank said that it wanted to get rates back towards a 'neutral' setting, which has traditionally been five to six per cent,"" Mr Eslake says."
198,3WRAAIUSBIYG8PJF5WD9BLS4TJXAXD,2.8,3.8,3.6,22,117,54.54545455,3.409090909,50,"After the visit, it instantly became one of my favorite breweries and still is (but you must like that kind of beer)."
199,3SNR5F7R91SM87BWMFFU4UVGQLQIEF,3.2,6,4.6,32,179,60.9375,3.53125,50,"After they liquored up the girl with brandy, they proposed sex, according to several accounts by friends of those who were there but asked not to be named for fear of retaliation."
200,37J05LC5AWIDBCH282PAADSV3OFDJU,3,4.8,2,22,122,65.90909091,2.5,45.45454545,"After trying a number of complicated things, I happened to uninstall all of OO and reinstall it from the repos (in Adept)."
201,3ZURAPD287M3EFFU9JEUUDZULKUF12,3.6,5.6,3.6,34,192,77.94117647,7.588235294,55.88235294,"After two and a half minutes, the main part of the 327-foot (100-meter) rocket splashed down as planned in the Atlantic Ocean as applause broke out in a relieved and excited NASA control room."
202,3LOJFQ4BOWE8MWNKQNPMBSS8IDFDKT,2.2,4.6,3.6,10,69,40,4.9,80,Afterwards postgresql should start up as usual and everything's fine.
203,3XDSWAMB21RKS7F13WE8N8MZWJUCQJ,5,4.2,4.4,25,165,74,4.84,60,"After watching his team hold Charlotte to its franchise-low scoring output (59) in Wednesday's win, Rivers had complained that the offense lagged behind the defense."
204,367O8HRHKF7TAJHZ2LXVZAPCMUYS4B,4,4.6,4.4,20,123,57.5,7.85,80,"A full review with performance benchmarks will be presented next week, so present any questions you'd like to see answered."
205,37ZQELHEQZXCYWE00TG5MAW6LMBNMP,4,5.8,4.2,31,159,82.25806452,6.741935484,58.06451613,"A further search of the house and property found two more bodies in a crawl space, and a sixth body was found in a shallow grave outside the home, Stacho said."
206,3T2EL38U0LJ8V5QWUSAV1L79X1IXQ6,3.4,5.2,5.8,13,81,65.38461538,9.153846154,61.53846154,Again in your home directory run this command and post your xsession-errors file.
207,3YO4AH2FPCJ0YFKLRGLOS7KYNUXQ04,2.6,2.2,4.8,6,40,16.66666667,2.166666667,100,Again maybe someone locally can respond.
208,3B9J25CZ24CW5NUEV03DI810E7FCS8,4.6,4,5,19,101,55.26315789,5.315789474,52.63157895,"Again, thank you for the work you do and please continue to spread the word for the Hoffman campaign."
209,3LEG2HW4UEMA30XQSNE8ZW9ZDQ8F2J,2.2,3.4,4.4,6,39,50,5,83.33333333,Again: the truth just sounds different.
210,3ZLW647WAKUFNOHX8SD6YNK2A0432Z,4,4.4,3.4,11,49,77.27272727,5,54.54545455,A gain would be the fifth in the past six months.
211,3H4IKZHALAHIGEZ0CUV5ZPL6QCLNNP,3,5.8,5.2,19,126,84.21052632,5.315789474,73.68421053,"A good conservative Hispanic candidate, Marco Rubio, is being dismissed in favor of the uber-liberal Charlie Crist in Florida."
212,3VDVA3ILICE9SFBPK3KCCYZ6MZVG13,2,4.4,4.8,14,71,75,6.714285714,50,A good location near subways is one of the most important things to us!
213,3E22YV8GG05IJZBDS98X3EQ1QRMNPL,5.2,6.4,4.4,43,291,73.25581395,2.441860465,72.09302326,"A group of popular football players and cheerleaders - notably the school's First Couple, Quinn (Dianna Agron) and Finn (Cory Monteith) - have joined the much-scorned glee club, and their friends and coaches (including Jane Lynch's fabulously demonic cheerleader leader) are tormenting them."
214,39I4RL8QGIG4KA3JRRLWVWIADJH4H2,5,4.4,5,21,116,61.9047619,4.523809524,80.95238095,"""A half-point hike can't be ruled out even if the odds are slim,"" says Shane Oliver, chief economist at AMP Capital."
215,3OEWW2KGQIARCN8ZOFHFI99H2IPDOD,4.4,5.4,4.4,35,210,85.71428571,5.171428571,62.85714286,"A handful of others in southwest Houston and Humble said they had concerns about Locke's past as a fiery civil rights activist, although several voters near Acres Homes found that aspect of his past persuasive."
216,3ICOHX7ENBAB1CUGIPQOYQVK4RA0E3,5.6,4.8,3.4,33,220,84.84848485,5.121212121,69.6969697,"Ahead of the release of new findings from Queensland's Crime and Misconduct Commission on illicit drugs, intelligence director Chris Keen confirmed that cocaine use ""is more prevalent over a wider range of demographics""."
217,3SBX2M1TKCMHX32MAH8Q4AAB46DQ4K,4.4,6.2,3.4,36,225,77.77777778,4.555555556,69.44444444,"Ahead of the typhoon, millions of Filipinos had boarded buses heading to home provinces for this weekend's All Saints Day, when people visit cemeteries to pay respects to dead relatives in this devoutly Roman Catholic nation."
